FA_name,FA_mass,FA_length_ft,FA_manufacturing_year,FA_introduction_year,reactor_power,reactor_type,fuel_type,reactor_site,reactor_location,FA_BUp,reactor_epoch
FX4084,902.0,14,1974,1977,1300,DPY,UO2,PAL,Normandy,72.0,VD5
FD2274,782.3,12,2018,2020,900,CPY,UO2,STL,Centre-Val de Loire,20.2,VD1
FJ4161,896.1,14,1982,1983,1300,DPY,UO2,PAL,Normandy,72.0,VD5
FV7891,843.2,14,2004,2007,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,66.3,VD2
FD1798,781.8,12,1973,1975,900,CPY,UO2,FES,Grand Est,23.5,VD6
FC4275,897.1,14,1981,1983,1300,DPY,UO2,GOL,Occitanie,72.0,VD5
FN3725,700.7,12,1978,1981,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,0.0,VD5
FC7352,768.1,12,2016,2017,900,CPY,MOX,CHI,Centre-Val de Loire,9.8,VD1
FM4714,734.0,12,1984,1984,900,CPY,UO2,STL,Centre-Val de Loire,0.0,VD5
FJ1859,862.0,14,2004,2005,1300,DPY,UO2,GOL,Occitanie,72.0,VD3
FA2045,775.7,12,1995,2000,900,CPY,UO2,DAM,Centre-Val de Loire,16.6,VD3
FT5834,737.9,12,1987,1990,900,CPY,UO2,GRA,Hauts-de-France,0.0,VD4
FB6479,875.3,14,2018,2018,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD1
FA2205,914.7,14,2003,2008,1300,DPY,UO2,PAL,Normandy,72.0,VD2
FY6451,752.3,12,1995,1996,900,CPY,MOX,CHI,Centre-Val de Loire,1.3,VD3
FF7835,851.7,14,1982,1984,1300,DPY,UO2,PEN,Normandy,72.0,VD5
FC8730,868.3,14,2018,2021,1300,DPY,UO2,PAL,Normandy,72.0,VD1
FF5321,742.8,12,1976,1977,900,CPY,UO2,DAM,Centre-Val de Loire,0.0,VD5
FE4042,815.8,14,2017,2021,1300,DPY,UO2,PEN,Normandy,46.3,VD1
FP2602,767.2,12,1970,1973,900,CPY,UO2,STL,Centre-Val de Loire,9.1,VD6
FX7937,938.3,14,1970,1971,1300,DPY,UO2,GOL,Occitanie,72.0,VD6
FG7001,734.7,12,1995,1998,900,CPY,MOX,FES,Grand Est,0.0,VD3
FV5931,789.5,12,2005,2007,900,CPY,UO2,FES,Grand Est,22.6,VD2
FP6523,760.5,12,1981,1982,900,CPY,UO2,GRA,Hauts-de-France,4.2,VD5
FV9080,731.3,12,2013,2014,900,CPY,MOX,CRU,Auvergne-Rhône-Alpes,0.0,VD2
FK9633,920.1,14,1995,1999,1300,DPY,UO2,GOL,Occitanie,72.0,VD3
FM5084,886.4,14,1973,1976,1300,DPY,UO2,PAL,Normandy,72.0,VD5
FD2533,902.9,14,1972,1974,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD6
FD3575,766.4,12,1983,1988,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,5.9,VD4
FL6002,728.3,12,1995,1996,900,CPY,MOX,STL,Centre-Val de Loire,0.0,VD3
FO2218,885.2,14,2014,2017,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD1
FC1008,761.7,12,2010,2013,900,CPY,MOX,TRI,Auvergne-Rhône-Alpes,1.4,VD2
FJ6201,864.4,14,2011,2011,1300,DPY,UO2,PAL,Normandy,72.0,VD2
FP1080,862.2,14,1980,1982,1300,DPY,UO2,NOG,Île-de-France,72.0,VD5
FU2487,753.7,12,2001,2001,900,CPY,MOX,CHI,Centre-Val de Loire,2.8,VD3
FM2708,746.6,12,1978,1983,900,CPY,UO2,GRA,Hauts-de-France,0.5,VD5
FD3059,712.7,12,1994,1998,900,CPY,UO2,CHI,Centre-Val de Loire,0.0,VD3
FV9558,750.8,12,2007,2010,900,CPY,UO2,DAM,Centre-Val de Loire,0.0,VD2
FH6208,727.5,12,1998,2000,900,CPY,MOX,CRU,Auvergne-Rhône-Alpes,0.0,VD3
FI1200,770.2,12,1971,1971,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,12.6,VD6
FV6196,875.7,14,1987,1988,1300,DPY,UO2,PAL,Normandy,72.0,VD4
FX1937,768.8,12,2011,2015,900,CPY,MOX,STL,Centre-Val de Loire,9.1,VD2
FJ2230,761.8,12,1974,1977,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,9.0,VD5
FG5443,713.3,12,2016,2018,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,0.0,VD1
FD5152,844.6,14,1998,2000,1300,DPY,UO2,PEN,Normandy,63.2,VD3
FN3367,775.0,12,1983,1987,900,CPY,UO2,FES,Grand Est,12.7,VD4
FH2023,762.8,12,2009,2011,900,CPY,MOX,CRU,Auvergne-Rhône-Alpes,4.0,VD2
FZ2298,740.1,12,1994,1997,900,CPY,MOX,CRU,Auvergne-Rhône-Alpes,0.0,VD3
FQ6696,769.5,12,1971,1976,900,CPY,UO2,CHI,Centre-Val de Loire,11.9,VD5
FT3438,881.0,14,1983,1985,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD5
FM6219,849.7,14,1979,1979,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD5
FJ7958,765.9,12,1984,1986,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,8.4,VD4
FD8096,773.2,12,2014,2018,900,CPY,MOX,DAM,Centre-Val de Loire,13.6,VD1
FA8047,770.3,12,1970,1972,900,CPY,UO2,STL,Centre-Val de Loire,8.7,VD6
FD2574,885.4,14,2013,2014,1300,DPY,UO2,PEN,Normandy,72.0,VD2
FH5761,831.6,12,2006,2011,900,CPY,MOX,GRA,Hauts-de-France,53.2,VD2
FU2723,734.5,12,2015,2018,900,CPY,UO2,STL,Centre-Val de Loire,0.0,VD1
FU8922,851.6,14,2001,2004,1300,DPY,UO2,NOG,Île-de-France,71.2,VD3
FO7156,890.6,14,1973,1973,1300,DPY,UO2,PAL,Normandy,72.0,VD6
FD6287,899.0,14,2008,2010,1300,DPY,UO2,NOG,Île-de-France,72.0,VD2
FP6020,835.9,14,2020,2023,1300,DPY,UO2,PEN,Normandy,57.9,VD1
FL8680,723.8,12,1982,1985,900,CPY,UO2,DAM,Centre-Val de Loire,0.0,VD5
FB2536,777.2,12,2008,2012,900,CPY,MOX,STL,Centre-Val de Loire,17.2,VD2
FE6944,809.8,12,2023,2023,900,CPY,UO2,STL,Centre-Val de Loire,33.2,VD1
FZ6239,864.0,14,1971,1973,1300,DPY,UO2,PEN,Normandy,72.0,VD6
FP1303,744.1,12,1970,1975,900,CPY,UO2,CHI,Centre-Val de Loire,0.0,VD6
FT7518,893.3,14,2001,2005,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD3
FI1292,868.4,14,2013,2017,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD1
FS1348,927.0,14,1985,1990,1300,DPY,UO2,FLA,Normandy,72.0,VD4
FB6736,732.0,12,1996,2000,900,CPY,UO2,STL,Centre-Val de Loire,0.0,VD3
FO3511,890.5,14,1991,1994,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD4
FM4366,840.5,14,2013,2017,1300,DPY,UO2,NOG,Île-de-France,66.8,VD1
FJ2260,865.5,14,1992,1997,1300,DPY,UO2,PAL,Normandy,72.0,VD3
FT6674,879.5,14,2023,2025,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD1
FF8994,801.9,12,1998,2002,900,CPY,UO2,CHI,Centre-Val de Loire,34.8,VD3
FM9229,854.9,14,2020,2021,1300,DPY,UO2,NOG,Île-de-France,72.0,VD1
FE2929,904.5,14,1995,1999,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD3
FR3433,847.0,14,2018,2019,1300,DPY,UO2,FLA,Normandy,65.9,VD1
FC4037,749.8,12,1988,1991,900,CPY,UO2,DAM,Centre-Val de Loire,3.0,VD4
FE6672,732.5,12,1965,1970,900,CPY,UO2,GRA,Hauts-de-France,0.0,VD6
FQ6636,857.8,14,2015,2018,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD1
FF8544,911.2,14,2014,2014,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD2
FG5575,754.1,12,2017,2020,900,CPY,UO2,FES,Grand Est,0.1,VD1
FG3358,939.3,14,1980,1982,1300,DPY,UO2,PEN,Normandy,72.0,VD5
FH9029,915.7,14,2023,2025,1300,DPY,UO2,PEN,Normandy,72.0,VD1
FV6071,747.5,12,2016,2016,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,0.0,VD1
FF1568,848.1,14,1994,1998,1300,DPY,UO2,PAL,Normandy,72.0,VD3
FI2833,730.2,12,1988,1993,900,CPY,UO2,DAM,Centre-Val de Loire,0.0,VD4
FC5710,846.1,14,1977,1979,1300,DPY,UO2,NOG,Île-de-France,72.0,VD5
FS3227,712.9,12,2011,2012,900,CPY,MOX,CHI,Centre-Val de Loire,0.0,VD2
FY6966,743.3,12,1987,1992,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,0.0,VD4
FM5839,743.5,12,2009,2012,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,0.0,VD2
FS6705,739.9,12,1998,1999,900,CPY,UO2,DAM,Centre-Val de Loire,0.0,VD3
FN2170,864.1,14,1974,1978,1300,DPY,UO2,NOG,Île-de-France,72.0,VD5
FH6253,723.1,12,1976,1976,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,0.0,VD5
FB2751,822.2,14,1968,1971,1300,DPY,UO2,PEN,Normandy,58.2,VD6
FL1726,838.9,14,1979,1981,1300,DPY,UO2,FLA,Normandy,64.1,VD5
FQ5724,803.1,14,2010,2015,1300,DPY,UO2,GOL,Occitanie,39.1,VD2
FG3284,889.2,14,2017,2022,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD1
FH3787,761.2,12,1968,1972,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,6.2,VD6
FQ6271,740.4,12,2015,2015,900,CPY,MOX,GRA,Hauts-de-France,0.0,VD2
FG2717,707.3,12,1982,1985,900,CPY,UO2,STL,Centre-Val de Loire,0.0,VD5
FR8202,797.7,12,2000,2003,900,CPY,UO2,CHI,Centre-Val de Loire,30.1,VD3
FD4689,830.7,14,1974,1977,1300,DPY,UO2,PAL,Normandy,67.4,VD5
FE7156,778.8,12,2007,2011,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,16.9,VD2
FO2107,717.6,12,1993,1993,900,CPY,UO2,CHI,Centre-Val de Loire,0.0,VD4
FC8358,880.8,14,2019,2023,1300,DPY,UO2,PAL,Normandy,72.0,VD1
FW9920,840.1,12,2001,2005,900,CPY,UO2,FES,Grand Est,57.0,VD3
FO5559,745.1,12,2006,2011,900,CPY,MOX,CHI,Centre-Val de Loire,0.0,VD2
FR3020,756.8,12,1975,1976,900,CPY,UO2,STL,Centre-Val de Loire,3.9,VD5
FO2002,764.4,12,2008,2012,900,CPY,MOX,STL,Centre-Val de Loire,6.9,VD2
FF6016,756.2,12,2021,2023,900,CPY,MOX,FES,Grand Est,1.5,VD1
FA1254,774.7,12,1989,1990,900,CPY,UO2,FES,Grand Est,13.3,VD4
FU9318,856.2,14,2002,2003,1600,EPR,UO2,FLA,Normandy,72.0,VD3
FI2656,747.7,12,2008,2012,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,0.0,VD2
FS4806,751.5,12,2003,2003,900,CPY,MOX,CHI,Centre-Val de Loire,0.0,VD3
FX9764,762.0,12,1984,1987,900,CPY,UO2,STL,Centre-Val de Loire,6.3,VD4
FK9445,775.7,12,2000,2001,900,CPY,MOX,GRA,Hauts-de-France,15.2,VD3
FL7982,708.7,12,2019,2019,900,CPY,MOX,GRA,Hauts-de-France,0.0,VD1
FG1545,864.6,14,1998,1998,1300,DPY,UO2,FLA,Normandy,72.0,VD3
FN9084,851.8,14,1968,1973,1300,DPY,UO2,GOL,Occitanie,72.0,VD6
FG4816,867.7,14,1975,1975,1300,DPY,UO2,PEN,Normandy,72.0,VD6
FW8057,875.4,14,2014,2014,1300,DPY,UO2,PAL,Normandy,72.0,VD2
FK4608,928.7,14,1967,1971,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD6
FG2869,738.6,12,2021,2023,900,CPY,UO2,DAM,Centre-Val de Loire,0.0,VD1
FH8989,838.2,14,1997,2001,1300,DPY,UO2,PEN,Normandy,71.3,VD3
FA4521,915.9,14,1997,2001,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD3
FA7785,839.8,14,1972,1976,1300,DPY,UO2,PEN,Normandy,65.6,VD5
FB1238,940.2,14,1986,1988,1300,DPY,UO2,PAL,Normandy,72.0,VD4
FE2581,903.8,14,1994,1995,1300,DPY,UO2,NOG,Île-de-France,72.0,VD4
FO5891,760.8,12,1976,1978,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,0.0,VD5
FP4994,865.4,14,1977,1979,1300,DPY,UO2,GOL,Occitanie,72.0,VD5
FB7956,746.9,12,1990,1991,900,CPY,UO2,STL,Centre-Val de Loire,1.1,VD4
FK4585,874.2,14,1991,1994,1300,DPY,UO2,PAL,Normandy,72.0,VD4
FE1396,827.6,14,2019,2022,1300,DPY,UO2,PAL,Normandy,54.8,VD1
FT6662,789.3,12,1999,2000,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,21.2,VD3
FA9800,880.7,14,1972,1976,1600,EPR,UO2,FLA,Normandy,72.0,VD5
FR5309,874.3,14,1985,1987,1300,DPY,UO2,PAL,Normandy,72.0,VD4
FW8318,868.2,14,2012,2017,1300,DPY,UO2,GOL,Occitanie,72.0,VD1
FX8327,879.6,14,1984,1986,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD4
FK5264,751.8,12,1968,1973,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,1.0,VD6
FL6338,914.8,14,1993,1996,1300,DPY,UO2,FLA,Normandy,72.0,VD3
FA3855,735.8,12,1973,1973,900,CPY,UO2,STL,Centre-Val de Loire,0.0,VD6
FU9166,880.8,14,2019,2021,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD1
FB1393,878.2,14,1973,1974,1300,DPY,UO2,PAL,Normandy,72.0,VD6
FJ1545,762.9,12,1987,1992,900,CPY,UO2,FES,Grand Est,11.5,VD4
FM8843,902.2,14,1967,1971,1300,DPY,UO2,PEN,Normandy,72.0,VD6
FZ5452,864.3,14,1995,1997,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD3
FA1803,746.2,12,1970,1970,900,CPY,UO2,FES,Grand Est,0.0,VD6
FA5798,702.0,12,2013,2015,900,CPY,MOX,FES,Grand Est,0.0,VD2
FI8568,750.5,12,1990,1994,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,0.0,VD4
FJ9773,759.0,12,2019,2021,900,CPY,MOX,STL,Centre-Val de Loire,4.3,VD1
FN1310,737.0,12,1984,1988,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,0.0,VD4
FJ7493,856.2,14,1996,1997,1300,DPY,UO2,PAL,Normandy,72.0,VD3
FN1991,881.6,14,1974,1975,1600,EPR,UO2,FLA,Normandy,72.0,VD6
FW8708,833.6,14,2006,2008,1300,DPY,UO2,NOG,Île-de-France,64.9,VD2
FC9309,902.8,14,1976,1977,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD5
FZ7292,906.7,14,1991,1992,1300,DPY,UO2,PEN,Normandy,72.0,VD4
FB2925,920.0,14,1989,1993,1300,DPY,UO2,PEN,Normandy,72.0,VD4
FJ4936,875.9,14,1974,1976,1300,DPY,UO2,FLA,Normandy,72.0,VD5
FC9147,746.5,12,1986,1986,900,CPY,UO2,CHI,Centre-Val de Loire,0.0,VD4
FV5497,886.6,14,1997,2000,1300,DPY,UO2,PEN,Normandy,72.0,VD3
FG2663,744.8,12,2005,2010,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,0.0,VD2
FW5055,720.6,12,1973,1977,900,CPY,UO2,DAM,Centre-Val de Loire,0.0,VD5
FP1948,764.2,12,1978,1980,900,CPY,UO2,GRA,Hauts-de-France,7.5,VD5
FD7771,758.2,12,2000,2002,900,CPY,MOX,FES,Grand Est,4.6,VD3
FS7871,776.5,12,1986,1988,900,CPY,UO2,FES,Grand Est,20.0,VD4
FI6051,751.5,12,1970,1975,900,CPY,UO2,STL,Centre-Val de Loire,4.8,VD6
FF9331,852.2,14,2019,2019,1300,DPY,UO2,NOG,Île-de-France,70.3,VD1
FZ4966,746.4,12,2020,2025,900,CPY,MOX,TRI,Auvergne-Rhône-Alpes,0.0,VD1
FX5571,719.6,12,2014,2019,900,CPY,MOX,CRU,Auvergne-Rhône-Alpes,0.0,VD1
FY8496,846.5,14,2012,2017,1300,DPY,UO2,PAL,Normandy,71.1,VD1
FW5360,888.3,14,2021,2023,1300,DPY,UO2,FLA,Normandy,72.0,VD1
FA1081,860.9,14,2001,2006,1300,DPY,UO2,NOG,Île-de-France,72.0,VD2
FK9919,728.1,12,1983,1986,900,CPY,UO2,FES,Grand Est,0.0,VD4
FU5738,730.2,12,2001,2005,900,CPY,MOX,DAM,Centre-Val de Loire,0.0,VD3
FY4996,744.1,12,1995,2000,900,CPY,MOX,CHI,Centre-Val de Loire,0.0,VD3
FN5172,852.9,14,2020,2024,1300,DPY,UO2,PEN,Normandy,69.0,VD1
FO9702,750.1,12,1970,1972,900,CPY,UO2,GRA,Hauts-de-France,0.0,VD6
FE6744,713.4,12,1973,1977,900,CPY,UO2,DAM,Centre-Val de Loire,0.0,VD5
FD7937,865.8,14,1974,1978,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD5
FJ8234,870.1,14,1994,1997,1300,DPY,UO2,PAL,Normandy,72.0,VD3
FW7558,841.3,14,2018,2018,1300,DPY,UO2,GOL,Occitanie,65.3,VD1
FS2974,870.5,14,2007,2008,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD2
FE6611,885.3,14,2001,2006,1300,DPY,UO2,FLA,Normandy,72.0,VD2
FD8345,855.8,14,1993,1997,1300,DPY,UO2,PEN,Normandy,72.0,VD3
FQ6816,768.8,12,1994,1996,900,CPY,MOX,GRA,Hauts-de-France,13.1,VD3
FA7140,899.9,14,2019,2024,1300,DPY,UO2,PAL,Normandy,72.0,VD1
FZ7810,912.5,14,2001,2001,1300,DPY,UO2,GOL,Occitanie,72.0,VD3
FP8885,851.7,14,2022,2022,1300,DPY,UO2,PEN,Normandy,72.0,VD1
FL8377,757.1,12,2024,2024,900,CPY,MOX,FES,Grand Est,8.0,VD1
FX1299,718.4,12,2012,2014,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,0.0,VD2
FI5623,844.1,14,1967,1972,1600,EPR,UO2,FLA,Normandy,72.0,VD6
FO6304,749.5,12,1976,1978,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,0.1,VD5
FP5232,853.4,14,1982,1987,1300,DPY,UO2,GOL,Occitanie,72.0,VD4
FL6515,854.3,14,2014,2016,1300,DPY,UO2,NOG,Île-de-France,72.0,VD1
FM7717,830.2,14,1982,1983,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,61.9,VD5
FW5448,729.6,12,1981,1981,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,0.0,VD5
FA6594,866.8,14,1983,1983,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD5
FF8707,871.1,14,2013,2016,1300,DPY,UO2,PEN,Normandy,72.0,VD1
FP7374,774.7,12,2001,2006,900,CPY,MOX,CRU,Auvergne-Rhône-Alpes,15.1,VD2
FB5467,846.1,14,2022,2023,1300,DPY,UO2,NOG,Île-de-France,70.8,VD1
FM1374,917.8,14,1982,1985,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD5
FZ4070,835.8,14,2016,2019,1300,DPY,UO2,GOL,Occitanie,59.0,VD1
FI9863,882.8,14,1976,1981,1300,DPY,UO2,GOL,Occitanie,72.0,VD5
FG6904,699.8,12,1972,1972,900,CPY,UO2,STL,Centre-Val de Loire,0.0,VD6
FZ2681,789.0,12,1996,1997,900,CPY,MOX,GRA,Hauts-de-France,24.3,VD3
FY8651,747.3,12,2012,2013,900,CPY,MOX,GRA,Hauts-de-France,0.0,VD2
FD7882,721.7,12,1984,1988,900,CPY,UO2,FES,Grand Est,0.0,VD4
FM4162,874.7,14,2010,2013,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD2
FA8712,931.1,14,2020,2021,1300,DPY,UO2,PAL,Normandy,72.0,VD1
FL1591,891.2,14,1973,1976,1300,DPY,UO2,FLA,Normandy,72.0,VD5
FL7997,839.6,14,2006,2009,1300,DPY,UO2,PAL,Normandy,67.1,VD2
FP9349,879.9,14,1978,1979,1300,DPY,UO2,NOG,Île-de-France,72.0,VD5
FV1754,773.1,12,1967,1971,900,CPY,UO2,CHI,Centre-Val de Loire,13.8,VD6
FG6044,894.0,14,2017,2022,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD1
FE4416,843.8,14,2016,2019,1300,DPY,UO2,PAL,Normandy,65.8,VD1
FF8081,756.1,12,2004,2006,900,CPY,UO2,FES,Grand Est,5.9,VD2
FD1061,850.3,14,1970,1975,1300,DPY,UO2,PAL,Normandy,72.0,VD6
FT2930,866.4,14,1972,1977,1300,DPY,UO2,GOL,Occitanie,72.0,VD5
FS5923,915.0,14,1994,1996,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD3
FC2752,787.8,12,2000,2004,900,CPY,UO2,CHI,Centre-Val de Loire,26.9,VD3
FI8121,807.5,12,1988,1992,900,CPY,UO2,GRA,Hauts-de-France,36.5,VD4
FC3377,867.3,14,1970,1971,1300,DPY,UO2,FLA,Normandy,72.0,VD6
FL7304,731.0,12,1992,1997,900,CPY,MOX,TRI,Auvergne-Rhône-Alpes,0.0,VD3
FE4552,863.4,14,2004,2006,1300,DPY,UO2,PAL,Normandy,72.0,VD2
FR4404,779.7,12,2014,2016,900,CPY,MOX,TRI,Auvergne-Rhône-Alpes,21.3,VD1
FF9681,739.0,12,1999,2002,900,CPY,MOX,TRI,Auvergne-Rhône-Alpes,0.0,VD3
FX8853,705.1,12,1983,1985,900,CPY,UO2,DAM,Centre-Val de Loire,0.0,VD5
FB4991,850.5,14,1965,1970,1300,DPY,UO2,PEN,Normandy,72.0,VD6
FP3238,771.8,12,2010,2013,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,15.0,VD2
FC7570,907.3,14,1978,1980,1300,DPY,UO2,PAL,Normandy,72.0,VD5
FL4241,843.2,12,1977,1980,900,CPY,UO2,CHI,Centre-Val de Loire,61.3,VD5
FI6000,734.9,12,2008,2013,900,CPY,UO2,GRA,Hauts-de-France,0.0,VD2
FM8559,731.1,12,2014,2018,900,CPY,MOX,GRA,Hauts-de-France,0.0,VD1
FT2298,735.7,12,2017,2021,900,CPY,UO2,DAM,Centre-Val de Loire,0.0,VD1
FF9297,902.8,14,1998,2001,1300,DPY,UO2,GOL,Occitanie,72.0,VD3
FZ9820,721.8,12,1990,1994,900,CPY,UO2,FES,Grand Est,0.0,VD4
FJ1295,841.0,14,1995,1998,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,60.9,VD3
FT7179,932.1,14,2021,2025,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD1
FK3992,749.6,12,2023,2023,900,CPY,MOX,STL,Centre-Val de Loire,0.0,VD1
FP4611,901.8,14,1969,1974,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD6
FE1299,878.8,14,1988,1988,1300,DPY,UO2,NOG,Île-de-France,72.0,VD4
FO2675,724.7,12,2005,2006,900,CPY,UO2,FES,Grand Est,0.0,VD2
FH5071,838.6,14,1999,1999,1300,DPY,UO2,PAL,Normandy,65.8,VD3
FL8172,753.4,12,2001,2003,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,2.0,VD3
FH6858,897.2,14,1990,1990,1300,DPY,UO2,PAL,Normandy,72.0,VD4
FL4424,870.7,14,1969,1974,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD6
FD6296,856.5,14,2000,2002,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD3
FO4690,866.9,14,1974,1975,1600,EPR,UO2,FLA,Normandy,72.0,VD6
FW1758,779.8,12,2011,2016,900,CPY,UO2,GRA,Hauts-de-France,19.3,VD1
FI4122,848.6,14,1972,1975,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD6
FA9186,857.3,14,1984,1984,1600,EPR,UO2,FLA,Normandy,72.0,VD5
FW8295,762.4,12,1980,1983,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,7.5,VD5
FT8881,767.3,12,2021,2021,900,CPY,UO2,DAM,Centre-Val de Loire,9.8,VD1
FD5741,747.6,12,2003,2006,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,0.0,VD2
FZ3589,794.4,12,2020,2025,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,27.3,VD1
FA1001,871.1,14,1996,1996,1300,DPY,UO2,PEN,Normandy,72.0,VD3
FK5422,744.5,12,2021,2024,900,CPY,MOX,DAM,Centre-Val de Loire,0.0,VD1
FU6129,742.5,12,2022,2024,900,CPY,UO2,CHI,Centre-Val de Loire,0.0,VD1
FR1678,773.3,12,2020,2023,900,CPY,MOX,DAM,Centre-Val de Loire,17.3,VD1
FR1506,889.5,14,2020,2020,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD1
FB2358,769.9,12,1985,1990,900,CPY,UO2,FES,Grand Est,7.4,VD4
FS6373,731.0,12,2009,2009,900,CPY,MOX,DAM,Centre-Val de Loire,0.0,VD2
FP7655,726.7,12,2003,2008,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,0.0,VD2
FZ9100,727.7,12,1998,2001,900,CPY,MOX,TRI,Auvergne-Rhône-Alpes,0.0,VD3
FI9231,734.7,12,2020,2023,900,CPY,MOX,CHI,Centre-Val de Loire,0.0,VD1
FP6733,776.9,12,1968,1970,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,18.4,VD6
FJ7565,789.1,12,2025,2025,900,CPY,MOX,CRU,Auvergne-Rhône-Alpes,21.0,VD1
FV9195,883.6,14,1996,1996,1300,DPY,UO2,GOL,Occitanie,72.0,VD3
FK5224,742.5,12,1971,1976,900,CPY,UO2,STL,Centre-Val de Loire,0.0,VD5
FP9175,891.2,14,1976,1976,1300,DPY,UO2,NOG,Île-de-France,72.0,VD5
FM1909,753.6,12,1989,1993,900,CPY,UO2,FES,Grand Est,6.0,VD4
FS9179,772.0,12,2010,2012,900,CPY,MOX,CHI,Centre-Val de Loire,11.5,VD2
FR3791,747.5,12,1990,1995,900,CPY,MOX,GRA,Hauts-de-France,4.0,VD4
FK1764,890.5,14,1984,1986,1300,DPY,UO2,NOG,Île-de-France,72.0,VD4
FC5898,880.8,14,1982,1987,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD4
FY3374,736.9,12,2014,2017,900,CPY,MOX,CRU,Auvergne-Rhône-Alpes,0.0,VD1
FQ9827,717.2,12,1968,1973,900,CPY,UO2,STL,Centre-Val de Loire,0.0,VD6
FC6380,935.6,14,2022,2022,1300,DPY,UO2,FLA,Normandy,72.0,VD1
FV9385,789.8,12,2011,2012,900,CPY,MOX,DAM,Centre-Val de Loire,28.7,VD2
FT8278,872.8,14,1970,1972,1300,DPY,UO2,GOL,Occitanie,72.0,VD6
