FA_name,FA_mass_kg,FA_length_ft,FA_year_made,FA_year_intro,reactor_power_MWe,reactor_type_code,fuel_type,plant_code,plant_name,region,burnup_GWd_tU,epoch_label,plant_start_date_info
FQ1257,861.9,14,1989,1992,1300,DPY,UO2,FLA,Flamanville,Normandy,33.9,VD1,1986
FR1185,908.0,14,2002,2003,1300,DPY,UO2,GOL,Golfech,Occitanie,41.3,VD2,1993
FR1955,885.7,14,1996,2000,1300,DPY,UO2,GOL,Golfech,Occitanie,31.7,VD1,1993
FG2179,763.6,12,1985,1987,900,CPY,UO2,DAM,Dampierre,Centre-Val de Loire,17.3,VD1,1980
FS8930,677.2,12,2009,2011,900,CPY,UO2,FES,Fessenheim,Grand Est,6.7,VD4,1977
FI2418,742.5,12,2000,2000,900,CPY,UO2,GRA,Gravelines,Hauts-de-France,18.1,VD3,1980
FY7984,902.4,14,1986,1990,1300,DPY,UO2,PEN,Penly,Normandy,35.9,VD1,1990
FH7226,922.0,14,2015,2015,1300,DPY,UO2,GOL,Golfech,Occitanie,44.3,VD3,1993
FB3312,731.7,12,2002,2003,900,CPY,UO2,FES,Fessenheim,Grand Est,12.5,VD3,1977
FR3159,726.5,12,1984,1986,900,CPY,UO2,FES,Fessenheim,Grand Est,15.3,VD1,1977
FN2626,880.1,14,2022,2023,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,33.0,VD3,1998
FN3054,917.0,14,1990,1990,1300,DPY,UO2,FLA,Flamanville,Normandy,33.8,VD1,1986
FB2267,878.1,14,2004,2007,1300,DPY,UO2,NOG,Nogent,Île-de-France,33.7,VD3,1987
FU1289,779.0,12,2000,2005,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,18.2,VD3,1980
FB8825,799.6,14,2023,2025,1300,DPY,UO2,PAL,Paluel,Normandy,27.8,VD5,1984
FQ7482,747.8,12,2010,2010,900,CPY,MOX,CRU,Cruas,Auvergne-Rhône-Alpes,15.2,VD3,1984
FN2522,870.1,14,2008,2012,1300,DPY,UO2,NOG,Nogent,Île-de-France,37.3,VD3,1987
FD5766,723.9,12,1980,1983,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,13.9,VD1,1981
FG1883,772.1,12,2013,2013,900,CPY,MOX,DAM,Dampierre,Centre-Val de Loire,21.0,VD4,1980
FS1293,764.4,12,1985,1989,900,CPY,UO2,FES,Fessenheim,Grand Est,18.6,VD2,1977
FA1852,754.2,12,2003,2004,900,CPY,MOX,CHI,Chinon,Centre-Val de Loire,13.9,VD3,1983
FP1119,912.0,14,1999,2004,1300,DPY,UO2,GOL,Golfech,Occitanie,37.8,VD2,1993
FJ9415,763.7,12,1993,1997,900,CPY,MOX,FES,Fessenheim,Grand Est,24.2,VD3,1977
FC4785,859.0,14,1994,1997,1300,DPY,UO2,NOG,Nogent,Île-de-France,29.4,VD2,1987
FK3852,690.4,12,1985,1989,900,CPY,UO2,DAM,Dampierre,Centre-Val de Loire,12.8,VD1,1980
FF3214,739.5,12,2012,2017,900,CPY,MOX,STL,Saint-Laurent,Centre-Val de Loire,16.3,VD4,1981
FY6373,906.1,14,2006,2006,1300,DPY,UO2,PEN,Penly,Normandy,43.3,VD2,1990
FS5076,858.3,14,2010,2015,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,32.4,VD2,1998
FP7026,761.9,12,1993,1998,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,19.9,VD2,1980
FZ6100,888.5,14,2005,2009,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,36.5,VD2,1998
FR1853,726.4,12,1977,1980,900,CPY,UO2,FES,Fessenheim,Grand Est,13.5,VD1,1977
FY8020,749.2,12,1990,1993,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,15.9,VD2,1980
FP6740,894.7,14,2011,2016,1300,DPY,UO2,GOL,Golfech,Occitanie,32.5,VD3,1993
FU1279,845.6,14,2005,2007,1300,DPY,UO2,PEN,Penly,Normandy,28.6,VD2,1990
FR9074,873.3,14,2010,2010,1300,DPY,UO2,NOG,Nogent,Île-de-France,41.4,VD3,1987
FX8614,769.9,12,1981,1985,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,16.2,VD1,1983
FX4084,899.2,14,1988,1991,1300,DPY,UO2,PAL,Paluel,Normandy,38.0,VD1,1984
FD2274,771.0,12,1991,1995,900,CPY,MOX,STL,Saint-Laurent,Centre-Val de Loire,17.0,VD2,1981
FJ4161,943.5,14,1998,1999,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,47.5,VD2,1986
FV7891,893.4,14,2013,2016,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,36.4,VD2,1998
FD1798,770.9,12,1980,1982,900,CPY,UO2,FES,Fessenheim,Grand Est,14.1,VD1,1977
FC4275,924.4,14,2004,2006,1300,DPY,UO2,GOL,Golfech,Occitanie,46.6,VD2,1993
FN3725,762.7,12,1995,1995,900,CPY,MOX,CRU,Cruas,Auvergne-Rhône-Alpes,14.4,VD2,1984
FC7352,865.6,14,2006,2007,1300,DPY,UO2,PEN,Penly,Normandy,28.8,VD2,1990
FM4714,699.3,12,1992,1995,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,10.9,VD2,1981
FB3558,845.9,14,2004,2004,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,24.7,VD1,1998
FP2404,739.2,12,2007,2011,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,13.7,VD3,1983
FK8620,719.3,12,1995,1997,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,12.1,VD2,1981
FT6930,775.3,12,1978,1982,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,19.5,VD1,1981
FA6451,873.3,14,2008,2011,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,33.9,VD2,1998
FU6867,724.7,12,1988,1991,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,13.4,VD2,1981
FT7047,751.6,12,1982,1985,900,CPY,UO2,DAM,Dampierre,Centre-Val de Loire,17.3,VD1,1980
FH6922,726.8,12,1990,1992,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,10.7,VD2,1981
FU1460,848.0,14,1997,2002,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,29.4,VD1,1998
FP2602,741.8,12,1984,1987,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,20.1,VD1,1984
FX7937,901.1,14,1993,1994,1300,DPY,UO2,GOL,Golfech,Occitanie,39.4,VD1,1993
FG7001,765.9,12,2002,2005,900,CPY,MOX,FES,Fessenheim,Grand Est,21.8,VD3,1977
FV5931,733.1,12,2012,2014,900,CPY,UO2,FES,Fessenheim,Grand Est,19.4,VD4,1977
FP6523,691.1,12,1991,1992,900,CPY,UO2,GRA,Gravelines,Hauts-de-France,8.6,VD2,1980
FV9080,723.6,12,2003,2006,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,10.6,VD3,1984
FQ8611,916.2,14,2010,2014,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,37.9,VD2,1998
FM5084,863.6,14,1989,1992,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,31.7,VD1,1986
FD2533,827.7,14,1998,2000,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,28.3,VD1,1998
FD3575,753.8,12,2000,2002,900,CPY,MOX,CRU,Cruas,Auvergne-Rhône-Alpes,19.0,VD2,1984
FO4552,751.4,12,1976,1981,900,CPY,UO2,FES,Fessenheim,Grand Est,13.3,VD1,1977
FC8699,759.2,12,2025,2025,900,CPY,MOX,DAM,Dampierre,Centre-Val de Loire,19.9,VD5,1980
FV7715,906.9,14,2005,2009,1300,DPY,UO2,PAL,Paluel,Normandy,39.3,VD3,1984
FK1876,851.2,14,2022,2025,1600,EPR,UO2,FLA,Flamanville,Normandy,27.5,VD1,2025
FG5164,843.7,14,1986,1986,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,29.3,VD1,1986
FP7607,854.3,14,1992,1995,1300,DPY,UO2,PEN,Penly,Normandy,33.5,VD1,1990
FD4379,783.1,12,2024,2024,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,20.5,VD5,1983
FO4493,869.2,14,2014,2015,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,35.2,VD2,1998
FV9558,745.3,12,2017,2020,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,19.9,VD5,1980
FH6208,779.2,12,2012,2014,900,CPY,MOX,CRU,Cruas,Auvergne-Rhône-Alpes,18.3,VD4,1984
FI1200,781.0,12,1981,1981,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,13.1,VD1,1980
FV6196,871.4,14,2001,2002,1300,DPY,UO2,PAL,Paluel,Normandy,32.1,VD2,1984
FX1937,772.2,12,2007,2009,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,20.9,VD3,1981
FN5590,878.0,14,2002,2004,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,31.9,VD1,1998
FJ2142,747.9,12,1986,1988,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,12.3,VD1,1981
FJ7484,698.5,12,2005,2007,900,CPY,UO2,GRA,Gravelines,Hauts-de-France,7.3,VD3,1980
FE4749,769.7,12,1979,1984,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,19.4,VD1,1981
FE2200,925.2,14,1995,1998,1300,DPY,UO2,GOL,Golfech,Occitanie,41.9,VD1,1993
FM1898,863.4,14,1997,2001,1300,DPY,UO2,NOG,Nogent,Île-de-France,31.0,VD2,1987
FD6536,794.0,12,2019,2020,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,21.5,VD4,1981
FM6219,758.9,12,1986,1986,900,CPY,UO2,FES,Fessenheim,Grand Est,14.5,VD1,1977
FJ7958,754.6,12,1995,1996,900,CPY,MOX,TRI,Tricastin,Auvergne-Rhône-Alpes,15.0,VD2,1980
FD8096,729.4,12,1998,1998,900,CPY,MOX,STL,Saint-Laurent,Centre-Val de Loire,13.4,VD2,1981
FY6301,859.8,14,2011,2011,1300,DPY,UO2,GOL,Golfech,Occitanie,33.4,VD2,1993
FP2707,892.9,14,2000,2005,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,34.4,VD1,1998
FU7967,864.4,14,2000,2005,1300,DPY,UO2,PEN,Penly,Normandy,34.4,VD2,1990
FP9901,893.2,14,2012,2017,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,37.1,VD2,1998
FR8016,783.4,12,2016,2019,900,CPY,MOX,CHI,Chinon,Centre-Val de Loire,16.7,VD4,1983
FB2826,902.3,14,2017,2021,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,37.7,VD4,1986
FI2744,786.9,12,2019,2024,900,CPY,MOX,DAM,Dampierre,Centre-Val de Loire,19.4,VD5,1980
FU5644,769.6,12,2008,2011,900,CPY,MOX,TRI,Tricastin,Auvergne-Rhône-Alpes,19.3,VD4,1980
FL8680,748.5,12,1991,1995,900,CPY,MOX,DAM,Dampierre,Centre-Val de Loire,14.2,VD2,1980
FD7988,741.8,12,2011,2012,900,CPY,MOX,GRA,Gravelines,Hauts-de-France,14.1,VD4,1980
FH2253,721.8,12,2020,2022,900,CPY,MOX,TRI,Tricastin,Auvergne-Rhône-Alpes,11.2,VD5,1980
FA4510,758.4,12,2013,2013,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,17.2,VD4,1983
FQ6365,894.9,14,2022,2025,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,38.8,VD4,1986
FI1292,854.2,14,2008,2009,1300,DPY,UO2,NOG,Nogent,Île-de-France,34.2,VD3,1987
FK6804,939.0,14,1982,1986,1300,DPY,UO2,PAL,Paluel,Normandy,44.4,VD1,1984
FS3509,898.6,14,2021,2025,1600,EPR,UO2,FLA,Flamanville,Normandy,38.7,VD1,2025
FX3511,765.4,12,1997,2001,900,CPY,MOX,FES,Fessenheim,Grand Est,16.7,VD3,1977
FG3816,786.0,12,1998,2001,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,17.0,VD2,1983
FC6674,873.3,14,2007,2007,1300,DPY,UO2,PEN,Penly,Normandy,33.0,VD2,1990
FF8994,749.9,12,2009,2013,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,14.8,VD4,1981
FM9229,859.3,14,1999,1999,1300,DPY,UO2,NOG,Nogent,Île-de-France,28.4,VD2,1987
FE2929,750.9,12,2006,2010,900,CPY,MOX,STL,Saint-Laurent,Centre-Val de Loire,22.4,VD3,1981
FY3624,729.2,12,1997,1997,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,16.1,VD2,1984
FM8963,760.0,12,2013,2015,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,16.7,VD4,1984
FQ6636,744.7,12,2007,2010,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,16.9,VD3,1983
FW2902,703.2,12,1999,2000,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,10.8,VD2,1984
FP9102,698.5,12,1988,1989,900,CPY,UO2,FES,Fessenheim,Grand Est,8.0,VD2,1977
FU9059,724.0,12,1989,1994,900,CPY,UO2,DAM,Dampierre,Centre-Val de Loire,14.8,VD2,1980
FF2658,727.8,12,2018,2023,900,CPY,MOX,GRA,Gravelines,Hauts-de-France,11.3,VD5,1980
FT5139,715.7,12,1992,1995,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,12.0,VD2,1984
FP5274,886.7,14,1989,1991,1300,DPY,UO2,PAL,Paluel,Normandy,39.6,VD1,1984
FC5710,865.9,14,1997,1999,1300,DPY,UO2,PEN,Penly,Normandy,32.1,VD1,1990
FS3227,721.1,12,2024,2025,900,CPY,MOX,CHI,Chinon,Centre-Val de Loire,15.5,VD5,1983
FY6966,714.8,12,1999,2002,900,CPY,MOX,TRI,Tricastin,Auvergne-Rhône-Alpes,11.5,VD3,1980
FM5839,881.7,14,1992,1995,1300,DPY,UO2,PAL,Paluel,Normandy,35.1,VD2,1984
FS6705,734.9,12,2008,2009,900,CPY,UO2,DAM,Dampierre,Centre-Val de Loire,12.1,VD3,1980
FN2170,916.4,14,1991,1995,1300,DPY,UO2,NOG,Nogent,Île-de-France,38.8,VD1,1987
FH6253,761.9,12,1990,1990,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,14.7,VD1,1984
FH4399,817.7,14,1993,1993,1300,DPY,UO2,PEN,Penly,Normandy,25.6,VD1,1990
FK4075,734.6,12,2005,2006,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,14.4,VD3,1983
FM5569,727.5,12,2008,2013,900,CPY,MOX,TRI,Tricastin,Auvergne-Rhône-Alpes,14.4,VD4,1980
FF4459,871.9,14,1989,1994,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,29.7,VD1,1986
FH3787,735.1,12,1982,1986,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,12.6,VD1,1984
FQ6271,717.0,12,2025,2025,900,CPY,MOX,GRA,Gravelines,Hauts-de-France,14.2,VD5,1980
FG2717,750.3,12,1996,1996,900,CPY,MOX,STL,Saint-Laurent,Centre-Val de Loire,15.6,VD2,1981
FR8202,864.4,14,2019,2020,1300,DPY,UO2,NOG,Nogent,Île-de-France,34.9,VD4,1987
FD4689,778.9,12,1984,1987,900,CPY,UO2,GRA,Gravelines,Hauts-de-France,17.3,VD1,1980
FE7156,720.9,12,2017,2021,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,14.3,VD5,1980
FO2107,723.7,12,2002,2006,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,9.6,VD3,1983
FO9903,749.1,12,1994,1999,900,CPY,MOX,DAM,Dampierre,Centre-Val de Loire,14.3,VD2,1980
FR1051,948.9,14,1993,1996,1300,DPY,UO2,PAL,Paluel,Normandy,45.7,VD2,1984
FU8170,865.6,14,2000,2004,1300,DPY,UO2,PEN,Penly,Normandy,34.0,VD2,1990
FH4422,899.2,14,2012,2012,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,35.8,VD2,1998
FS5367,840.7,14,2014,2015,1300,DPY,UO2,PEN,Penly,Normandy,32.8,VD3,1990
FK6055,732.0,12,1975,1978,900,CPY,UO2,FES,Fessenheim,Grand Est,15.5,VD1,1977
FA1254,772.1,12,1998,2000,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,19.7,VD3,1980
FG5322,909.9,14,2016,2021,1300,DPY,UO2,FLA,Flamanville,Normandy,42.2,VD4,1986
FY9375,817.1,14,1993,1998,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,22.7,VD1,1998
FS4806,839.7,14,2018,2020,1300,DPY,UO2,NOG,Nogent,Île-de-France,29.5,VD4,1987
FX9764,753.2,12,1997,2000,900,CPY,MOX,CHI,Chinon,Centre-Val de Loire,16.1,VD2,1983
FK9445,809.9,14,2010,2015,1300,DPY,UO2,PAL,Paluel,Normandy,25.9,VD4,1984
FO2149,923.6,14,2006,2009,1300,DPY,UO2,FLA,Flamanville,Normandy,36.0,VD3,1986
FD6261,778.2,12,1991,1996,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,17.7,VD2,1981
FY1264,748.6,12,2004,2007,900,CPY,MOX,CHI,Chinon,Centre-Val de Loire,19.1,VD3,1983
FB7579,867.0,14,2002,2003,1300,DPY,UO2,PEN,Penly,Normandy,37.7,VD2,1990
FS2131,833.1,14,2017,2020,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,32.3,VD3,1998
FD6445,896.8,14,2002,2007,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,43.7,VD3,1986
FT5012,763.9,12,2006,2011,900,CPY,UO2,DAM,Dampierre,Centre-Val de Loire,17.0,VD4,1980
FI1935,849.4,14,2002,2005,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,30.4,VD1,1998
FO1137,711.5,12,1990,1993,900,CPY,UO2,GRA,Gravelines,Hauts-de-France,13.0,VD2,1980
FA7785,873.2,14,1986,1990,1300,DPY,UO2,PAL,Paluel,Normandy,32.7,VD1,1984
FB1238,836.1,14,2000,2002,1300,DPY,UO2,PAL,Paluel,Normandy,29.3,VD2,1984
FE2581,824.5,14,2011,2012,1300,DPY,UO2,NOG,Nogent,Île-de-France,27.3,VD3,1987
FO5891,796.2,12,1986,1988,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,22.3,VD1,1980
FP4994,866.1,14,2000,2002,1300,DPY,UO2,GOL,Golfech,Occitanie,37.3,VD1,1993
FB7956,798.1,12,1998,2002,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,24.4,VD3,1981
FK4585,858.6,14,2011,2014,1300,DPY,UO2,PEN,Penly,Normandy,30.6,VD3,1990
FE1396,912.1,14,2011,2012,1300,DPY,UO2,PAL,Paluel,Normandy,38.1,VD3,1984
FT6662,878.7,14,2012,2016,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,35.1,VD4,1986
FH6140,765.8,12,2024,2024,900,CPY,MOX,TRI,Tricastin,Auvergne-Rhône-Alpes,19.7,VD5,1980
FS7789,936.8,14,2016,2021,1300,DPY,UO2,NOG,Nogent,Île-de-France,39.3,VD4,1987
FK8134,759.9,12,1992,1997,900,CPY,MOX,FES,Fessenheim,Grand Est,17.2,VD3,1977
FX8327,907.3,14,2000,2002,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,38.6,VD2,1986
FK5264,777.5,12,1982,1987,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,16.4,VD1,1984
FL6338,894.5,14,2009,2012,1300,DPY,UO2,FLA,Flamanville,Normandy,35.5,VD3,1986
FA3855,784.7,12,1984,1984,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,23.9,VD1,1981
FU9166,908.5,14,2002,2006,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,41.2,VD3,1986
FB1393,853.5,14,1989,1990,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,33.1,VD1,1986
FJ1545,764.0,12,1996,1999,900,CPY,UO2,FES,Fessenheim,Grand Est,19.7,VD3,1977
FA2182,878.1,14,2004,2006,1300,DPY,UO2,PEN,Penly,Normandy,36.4,VD2,1990
FJ9505,875.6,14,2009,2009,1300,DPY,UO2,GOL,Golfech,Occitanie,35.6,VD2,1993
FB5813,806.9,12,1985,1985,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,21.3,VD1,1983
FI6878,730.4,12,1989,1993,900,CPY,UO2,FES,Fessenheim,Grand Est,9.3,VD2,1977
FQ4457,752.5,12,1996,1998,900,CPY,MOX,GRA,Gravelines,Hauts-de-France,16.5,VD2,1980
FN1310,750.7,12,2000,2002,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,15.3,VD2,1984
FO7914,843.8,14,1996,1996,1300,DPY,UO2,GOL,Golfech,Occitanie,30.2,VD1,1993
FW8708,759.8,12,2013,2018,900,CPY,MOX,DAM,Dampierre,Centre-Val de Loire,15.4,VD4,1980
FQ2836,897.8,14,1998,2003,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,38.7,VD1,1998
FL3898,895.0,14,2014,2019,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,36.7,VD3,1998
FR2925,928.2,14,2005,2009,1300,DPY,UO2,FLA,Flamanville,Normandy,43.7,VD3,1986
FJ4936,861.8,14,1990,1992,1300,DPY,UO2,FLA,Flamanville,Normandy,35.2,VD1,1986
FC9147,772.8,12,1994,1999,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,16.9,VD2,1983
FP8933,861.8,14,2016,2017,1300,DPY,UO2,GOL,Golfech,Occitanie,34.7,VD3,1993
FU1653,766.3,12,2023,2024,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,18.1,VD5,1980
FD8513,925.9,14,2008,2011,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,40.8,VD3,1986
FL6034,771.3,12,2004,2007,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,20.7,VD3,1983
FJ5555,835.1,14,2007,2011,1300,DPY,UO2,NOG,Nogent,Île-de-France,30.6,VD3,1987
FL9275,895.2,14,2002,2004,1300,DPY,UO2,GOL,Golfech,Occitanie,35.6,VD2,1993
FC9884,857.1,14,2003,2004,1300,DPY,UO2,PEN,Penly,Normandy,28.6,VD2,1990
FC4966,914.7,14,2010,2015,1300,DPY,UO2,NOG,Nogent,Île-de-France,38.8,VD3,1987
FX5571,716.4,12,2011,2015,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,11.3,VD4,1984
FS2512,798.6,12,2023,2025,900,CPY,MOX,GRA,Gravelines,Hauts-de-France,23.2,VD5,1980
FA1081,825.2,14,2018,2023,1300,DPY,UO2,NOG,Nogent,Île-de-France,32.0,VD4,1987
FK9919,716.1,12,1990,1993,900,CPY,UO2,FES,Fessenheim,Grand Est,11.2,VD2,1977
FU5738,738.2,12,2011,2015,900,CPY,MOX,DAM,Dampierre,Centre-Val de Loire,15.9,VD4,1980
FY4996,761.3,12,2008,2013,900,CPY,MOX,CHI,Chinon,Centre-Val de Loire,16.8,VD4,1983
FN5172,871.7,14,2019,2020,1300,DPY,UO2,PEN,Penly,Normandy,35.2,VD4,1990
FK5067,785.7,12,1995,1997,900,CPY,UO2,GRA,Gravelines,Hauts-de-France,18.9,VD2,1980
FR8447,894.0,14,1998,2001,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,37.0,VD1,1998
FJ8234,669.9,12,2008,2011,900,CPY,MOX,CRU,Cruas,Auvergne-Rhône-Alpes,10.4,VD3,1984
FY1939,902.1,14,1994,1998,1300,DPY,UO2,GOL,Golfech,Occitanie,39.8,VD1,1993
FL3681,894.9,14,2008,2010,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,38.8,VD2,1998
FS4450,741.2,12,1988,1991,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,15.9,VD1,1984
FA9699,873.9,14,2012,2015,1300,DPY,UO2,GOL,Golfech,Occitanie,31.4,VD3,1993
FK2913,771.7,12,1977,1982,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,16.8,VD1,1981
FX4482,916.9,14,2022,2025,1600,EPR,UO2,FLA,Flamanville,Normandy,38.2,VD1,2025
FP8885,744.9,12,1988,1990,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,15.1,VD1,1983
FZ8377,775.6,12,2011,2012,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,18.2,VD3,1983
FW2401,879.7,14,2007,2009,1300,DPY,UO2,FLA,Flamanville,Normandy,34.8,VD3,1986
FT5623,744.6,12,1974,1979,900,CPY,UO2,FES,Fessenheim,Grand Est,14.9,VD1,1977
FO6304,748.0,12,1986,1988,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,15.9,VD1,1980
FP5232,897.7,14,2005,2010,1300,DPY,UO2,GOL,Golfech,Occitanie,44.5,VD2,1993
FL6515,862.3,14,2003,2008,1300,DPY,UO2,NOG,Nogent,Île-de-France,32.3,VD3,1987
FM7717,836.7,14,2002,2003,1300,DPY,UO2,PEN,Penly,Normandy,28.9,VD2,1990
FW5448,735.9,12,1991,1991,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,16.3,VD2,1980
FA6594,884.8,14,1999,1999,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,33.6,VD2,1986
FF8707,865.9,14,2019,2020,1300,DPY,UO2,PEN,Penly,Normandy,31.3,VD4,1990
FP7374,861.7,14,2021,2023,1300,DPY,UO2,NOG,Nogent,Île-de-France,32.5,VD4,1987
FB5467,859.6,14,1995,2000,1300,DPY,UO2,PEN,Penly,Normandy,28.3,VD2,1990
FM1374,834.8,14,2002,2005,1300,DPY,UO2,PEN,Penly,Normandy,31.3,VD2,1990
FZ4070,881.5,14,2019,2022,1300,DPY,UO2,GOL,Golfech,Occitanie,32.5,VD3,1993
FI9863,837.1,14,1996,2001,1300,DPY,UO2,PEN,Penly,Normandy,29.9,VD2,1990
FG6904,759.7,12,1983,1983,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,19.2,VD1,1981
FZ2681,734.9,12,2006,2007,900,CPY,MOX,GRA,Gravelines,Hauts-de-France,12.9,VD3,1980
FY8651,746.7,12,2022,2023,900,CPY,MOX,GRA,Gravelines,Hauts-de-France,12.0,VD5,1980
FD7882,756.1,12,1991,1995,900,CPY,UO2,FES,Fessenheim,Grand Est,17.5,VD2,1977
FG8017,871.2,14,2014,2016,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,35.5,VD2,1998
FZ3844,707.5,12,2002,2004,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,11.7,VD3,1983
FM2211,811.8,12,2001,2005,900,CPY,MOX,CHI,Chinon,Centre-Val de Loire,20.8,VD3,1983
FP9349,731.1,12,1988,1989,900,CPY,UO2,GRA,Gravelines,Hauts-de-France,9.9,VD1,1980
FV1754,742.4,12,1980,1984,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,17.7,VD1,1983
